标题,售价,单价,小区,区域,户型,面积,朝向,装修,楼层,楼层类型,楼层数,建筑结构,年份,详情页,面积数值,楼层数值,房间数,厅数,每房间价格,每平米房间数,是否南北通透,楼层类型编码,装修编码,cluster
19年次新小区，小区中间位置中间楼层，采光好,95.0,10369,珠江郦城公园1号 ,福元西路,3室2厅,91.62平米,南,精装,中楼层(共32层),中,32,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104116093961.html,91.62,32.0,3.0,2.0,31.666666666666668,0.03274394237066142,0,1.0,2,1
2019年交房，正规70年住宅，高楼层，天然气入户精装修,70.0,11028,万科魅力之城 ,武广新城,2室1厅,63.48平米,南,精装,34层 ,3,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115112036.html,63.48,34.0,2.0,1.0,35.0,0.031505986137366104,0,,2,0
通透户型，中间楼层，业主停车免费,33.0,4094,湘瑞家园 ,万家丽北,2室2厅,80.62平米,南,简装,中楼层(共6层),中,6,板楼,2009年,https://cs.lianjia.com/ershoufang/104115634010.html,80.62,6.0,2.0,2.0,16.5,0.024807740014884644,0,1.0,1,3
梅溪湖新天地地铁口 清水毛坯 周正户型 随时看房,87.0,8878,步步高梅溪新天地 ,东方红,3室2厅,98平米,南,毛坯,低楼层(共32层),低,32,暂无数据,2021年,https://cs.lianjia.com/ershoufang/104115567689.html,98.0,32.0,3.0,2.0,29.0,0.030612244897959183,0,0.0,0,2
中间楼层，视野好楼层好，配套设施齐全，业主诚心出售,86.0,7444,时代倾城 ,金星北,4室2厅,115.53平米,南 北,毛坯,低楼层(共34层) ,低,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104113007155.html,115.53,34.0,4.0,2.0,21.5,0.03462304163420756,1,0.0,0,2
楼层采光好 拎包入住茶子山地铁产证在手,58.0,6411,德润园 ,观沙岭,2室1厅,90.48平米,西南,精装,高楼层(共18层) ,高,18,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114411247.html,90.48,18.0,2.0,1.0,29.0,0.022104332449160033,0,2.0,2,0
正地铁口 带装修可拎包入住 中高楼层采光好,53.0,8350,绿地中央广场 ,观沙岭,2室1厅,63.48平米,南,精装,高楼层(共33层),高,33,塔楼,2013年,https://cs.lianjia.com/ershoufang/104116084195.html,63.48,33.0,2.0,1.0,26.5,0.031505986137366104,0,2.0,2,0
地铁口近，视野开阔，随时看房，诚心卖看中出价就谈！,135.0,7600,阳光100国际新城一期 ,阳光100,5室2厅,177.65平米,南,精装,中楼层(共16层),中,16,板塔结合,2009年,https://cs.lianjia.com/ershoufang/104115417771.html,177.65,16.0,5.0,2.0,27.0,0.028145229383619477,0,1.0,2,3
碧桂园公园壹号 精装三房 满五唯一 诚心出售,62.8,6098,碧桂园公园壹号 ,暮云,3室2厅,103平米,南,精装,低楼层(共18层) ,低,18,塔楼,unknown,https://cs.lianjia.com/ershoufang/104116060117.html,103.0,18.0,3.0,2.0,20.933333333333334,0.02912621359223301,0,0.0,2,3
2023年次新房 板房结构 小区环境优 品质小区,176.0,15316,龙湖春江天曜 ,新开铺,3室2厅,114.92平米,南,其他,中楼层(共27层) ,中,27,板楼,unknown,https://cs.lianjia.com/ershoufang/104113952206.html,114.92,27.0,3.0,2.0,58.666666666666664,0.02610511660285416,0,1.0,1,1
人车分流 近地铁  次新小区   自带新风暖气,95.0,10654,芙蓉万国城MOMA ,汽车东站,3室2厅,89.17平米,南,精装,中楼层(共34层) ,中,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104112064631.html,89.17,34.0,3.0,2.0,31.666666666666668,0.0336436021083324,0,1.0,2,1
恒大雅苑 周正大二房 朝南户型 出行方便,75.0,8499,恒大雅苑 ,广电,2室2厅,88.25平米,南,其他,高楼层(共26层) ,高,26,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116101988.html,88.25,26.0,2.0,2.0,37.5,0.0226628895184136,0,2.0,1,1
梅溪湖二期次新小区越秀亲爱里近地铁,169.0,12218,越秀亲爱里 ,东方红,5室2厅,138.33平米,南,精装,中楼层(共11层),中,11,暂无数据,2022年,https://cs.lianjia.com/ershoufang/104115297490.html,138.33,11.0,5.0,2.0,33.8,0.036145449287934645,0,1.0,2,3
小黄推荐 产证在手 南北 双阳台  诚意出售,93.0,7198,润和星城润和美郡 ,金星北,4室2厅,129.22平米,东南 南,精装,中楼层(共34层) ,中,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104113257214.html,129.22,34.0,4.0,2.0,23.25,0.030954960532425323,0,1.0,2,1
步行街地铁口电梯2房 南向高层 带燃气 低价出售,45.0,8317,新青年公寓 ,五一广场,2室1厅,54.11平米,南,精装,中楼层(共26层) ,中,26,板楼,unknown,https://cs.lianjia.com/ershoufang/104116120380.html,54.11,26.0,2.0,1.0,22.5,0.036961744594344856,0,1.0,2,0
满五唯一 中上楼层 视野开阔 随时看房,73.0,6097,五矿哈佛小镇 ,暮云,4室2厅,119.75平米,南,毛坯,高楼层(共18层) ,高,18,塔楼,unknown,https://cs.lianjia.com/ershoufang/104112639614.html,119.75,18.0,4.0,2.0,18.25,0.033402922755741124,0,2.0,0,2
润和湘江天地 4室2厅 南 北,178.8,13286,润和湘江天地 ,金星北,4室2厅,134.58平米,南 北,精装,低楼层(共33层) ,低,33,板楼,unknown,https://cs.lianjia.com/ershoufang/104116236145.html,134.58,33.0,4.0,2.0,44.7,0.029722098380145636,1,0.0,2,4
德思勤汽车南站 次新小区  刚需三房 结婚装修 有地铁,79.5,9417,欧莱雅郡 ,德思勤,3室1厅,84.43平米,南 北,精装,高楼层(共32层),高,32,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104115275862.html,84.43,32.0,3.0,1.0,26.5,0.03553239369892218,1,2.0,2,4
全新未入住精装修，一线浏阳河景房 诚心出售,260.0,13522,绿地V岛 ,月湖,4室2厅,192.28平米,南,精装,低楼层(共32层) ,低,32,塔楼,unknown,https://cs.lianjia.com/ershoufang/104115894111.html,192.28,32.0,4.0,2.0,65.0,0.02080299563137092,0,0.0,2,3
地铁口 通透三房 出行方便中间楼层 采光好。,96.8,11070,万科城三期 ,福元西路,3室2厅,87.45平米,南 北,简装,低楼层(共34层),低,34,板塔结合,2014年,https://cs.lianjia.com/ershoufang/104115710637.html,87.45,34.0,3.0,2.0,32.266666666666666,0.03430531732418525,1,0.0,1,4
定江洋江景大宅，一线江景，精装,328.0,17478,北辰定江洋 ,北辰三角洲,3室2厅,187.67平米,西南,精装,低楼层(共39层),低,39,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104114832905.html,187.67,39.0,3.0,2.0,109.33333333333333,0.015985506474130124,0,0.0,2,3
品质次新小洋房 人车分流 带青园梓枫,125.0,12212,鑫远香缇雅苑 ,德思勤,3室2厅,102.36平米,南,毛坯,中楼层(共13层) ,中,13,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114135894.html,102.36,13.0,3.0,2.0,41.666666666666664,0.029308323563892145,0,1.0,0,2
绿地新都会，次新小区，满五唯一，诚心出售,41.0,5355,绿地新都会 ,德思勤,2室2厅,76.57平米,南,精装,高楼层(共34层) ,高,34,塔楼,unknown,https://cs.lianjia.com/ershoufang/104111353914.html,76.57,34.0,2.0,2.0,20.5,0.02611989029646076,0,2.0,2,1
很新的自住精装 采光好 视野好,155.0,14958,北辰三角洲C2区 ,北辰三角洲,3室1厅,103.63平米,西南,精装,高楼层(共56层) ,高,56,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116203259.html,103.63,56.0,3.0,1.0,51.666666666666664,0.028949146000192997,0,2.0,2,1
原山苑优质4房房值得一看20万全新轻奢精装拎包入住,98.8,10520,维一星城原山苑 ,广电,4室2厅,93.92平米,南,精装,低楼层(共21层),低,21,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104114595126.html,93.92,21.0,4.0,2.0,24.7,0.04258943781942078,0,0.0,2,3
牛婆塘小区 正地铁口 满5唯一省税 不是顶楼  生活便利,35.0,5743,牛婆塘社区 ,雨花亭,2室1厅,60.95平米,南,精装,高楼层(共7层),高,7,板楼,2001年,https://cs.lianjia.com/ershoufang/104115596849.html,60.95,7.0,2.0,1.0,17.5,0.03281378178835111,0,2.0,2,0
万科江景公寓，小区环境好，中南大学、湖大在边上,26.0,9827,万科金域缇香 ,阳光100,1室1厅,26.46平米,东南,其他,高楼层(共21层) ,高,21,塔楼,unknown,https://cs.lianjia.com/ershoufang/104115931143.html,26.46,21.0,1.0,1.0,26.0,0.03779289493575208,0,2.0,1,0
2号金星地铁站 双卫自住小三房 中层,95.0,10570,高信向日葵 ,金星中路,3室2厅,89.88平米,南 北,精装,低楼层(共18层),低,18,板塔结合,2008年,https://cs.lianjia.com/ershoufang/104115484466.html,89.88,18.0,3.0,2.0,31.666666666666668,0.03337783711615488,1,0.0,2,4
正地口 居家精装两房 次新小区  诚心出售,56.8,7129,荣盛花语城 ,万家丽北,2室2厅,79.68平米,南,精装,低楼层(共34层),低,34,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104115058501.html,79.68,34.0,2.0,2.0,28.4,0.0251004016064257,0,0.0,2,3
地铁口 月亮岛 毛坯三房 采光好 视野佳 唯一不满五,108.0,8349,润和天地印湘江 ,金星北,4室2厅,129.37平米,南,毛坯,低楼层(共31层) ,低,31,塔楼,unknown,https://cs.lianjia.com/ershoufang/104112836986.html,129.37,31.0,4.0,2.0,27.0,0.030919069336012985,0,0.0,0,2
复式住宅带燃气自住精装仅两年正地铁口近湘雅二医院,66.8,11622,宏景名厦 ,窑岭,2室1厅,57.48平米,北,精装,中楼层(共22层),中,22,塔楼,2001年,https://cs.lianjia.com/ershoufang/104115549686.html,57.48,22.0,2.0,1.0,33.4,0.03479471120389701,0,1.0,2,0
中间楼层南北通透，房东诚心出售价格可谈,108.0,9261,保利香槟国际 ,万家丽北,4室2厅,116.63平米,南 北,精装,中楼层(共34层),中,34,暂无数据,2020年,https://cs.lianjia.com/ershoufang/104116047368.html,116.63,34.0,4.0,2.0,27.0,0.03429649318357198,1,1.0,2,4
保利品质楼盘，。精装修两房两厅,55.0,6456,美村青山里 ,万家丽南路,2室2厅,85.2平米,南,精装,中楼层(共17层) ,中,17,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116372577.html,85.2,17.0,2.0,2.0,27.5,0.023474178403755867,0,1.0,2,3
低密度洋房 中间楼层 全新清水毛坯,298.0,16194,中建·钰山湖 ,洋湖垸,4室2厅,184.03平米,南,其他,中楼层(共12层) ,中,12,板楼,unknown,https://cs.lianjia.com/ershoufang/104116082816.html,184.03,12.0,4.0,2.0,74.5,0.021735586589143076,0,1.0,1,2
居家精装 近地铁 万象汇 中高楼层 央企大盘,95.0,8687,华润凤凰城二期 ,开元路,3室2厅,109.37平米,东南,其他,高楼层(共34层),高,34,板塔结合,2011年,https://cs.lianjia.com/ershoufang/104113041584.html,109.37,34.0,3.0,2.0,31.666666666666668,0.027429825363445185,0,2.0,1,1
勤诚达境界城 4室2厅 北,110.0,9394,勤诚达境界城 ,金星北,4室2厅,117.1平米,北,精装,低楼层(共31层),低,31,板塔结合,2018年,https://cs.lianjia.com/ershoufang/104114611995.html,117.1,31.0,4.0,2.0,27.5,0.034158838599487616,0,0.0,2,3
房子为中楼层采光视野好，保养99新配套设施全,115.0,12188,润和滨江府一期 ,金星北,3室2厅,94.36平米,南 西南,精装,中楼层(共34层),中,34,板塔结合,2018年,https://cs.lianjia.com/ershoufang/104115748088.html,94.36,34.0,3.0,2.0,38.333333333333336,0.0317931326833404,0,1.0,2,1
居家装修 中间楼层 房屋保养的很新 拎包入住 随时看房,79.8,9066,碧水春城 ,德思勤,3室2厅,88.03平米,南,精装,高楼层(共15层) ,高,15,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114653631.html,88.03,15.0,3.0,2.0,26.599999999999998,0.03407929115074406,0,2.0,2,1
高铁旁！农大旁！会展旁！2梯户！次新小区！一线河景,79.8,7237,伊景园滨河苑 ,武广新城,3室2厅,110.27平米,南,毛坯,中楼层(共34层) ,中,34,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104116262228.html,110.27,34.0,3.0,2.0,26.599999999999998,0.02720594903418881,0,1.0,0,2
仰天湖四村 2室1厅 南,55.0,9436,仰天湖四村 ,侯家塘,2室1厅,58.29平米,南,简装,低楼层(共7层) ,低,7,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104115619638.html,58.29,7.0,2.0,1.0,27.5,0.0343112026076514,0,0.0,1,0
精装大户型，南北对流 满五唯一 可看江景,280.0,14399,北辰三角洲奥城D3区 ,北辰三角洲,3室2厅,194.47平米,南 西南,其他,高楼层(共39层),高,39,板楼,2013年,https://cs.lianjia.com/ershoufang/104114723320.html,194.47,39.0,3.0,2.0,93.33333333333333,0.015426543939939322,0,2.0,1,1
婚前必备财产 正地铁口 国企大盘 环境优美 师大附,35.0,7170,深业睿城 ,开元路,1室1厅,48.82平米,南,精装,中楼层(共30层),中,30,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104113317755.html,48.82,30.0,1.0,1.0,35.0,0.020483408439164276,0,1.0,2,0
怡海星城标准 一房一厅中间楼层诚心出售看房方便,23.6,3937,怡海星城 ,暮云,1室1厅,59.95平米,南,毛坯,低楼层(共22层),低,22,塔楼,2010年,https://cs.lianjia.com/ershoufang/104115209359.html,59.95,22.0,1.0,1.0,23.6,0.016680567139282735,0,0.0,0,0
精装修很新 拎包入住 边户 环境优美 位置好,90.0,7541,中建麓山和苑 ,含浦,3室2厅,119.36平米,南,精装,中楼层(共25层),中,25,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104115094619.html,119.36,25.0,3.0,2.0,30.0,0.025134048257372654,0,1.0,2,1
3.6号正地铁口+全新精装两房+业主出国急售,73.8,10595,凯通国际城 ,火车站,2室2厅,69.66平米,南,精装,低楼层(共32层),低,32,板塔结合,2012年,https://cs.lianjia.com/ershoufang/104115949789.html,69.66,32.0,2.0,2.0,36.9,0.02871088142405972,0,0.0,2,3
E区两梯两户大平层.准新盘.地铁口.全屋定制精装未入住,215.0,12832,润和湘江天地 ,金星北,4室2厅,167.55平米,南 北,精装,低楼层(共31层) ,低,31,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115463008.html,167.55,31.0,4.0,2.0,53.75,0.023873470605789315,1,0.0,2,4
次新小区 一线江景大四房 品质小区 读长郡,190.0,13258,中欣楚天御府 ,金霞,4室1厅,143.31平米,南,精装,高楼层(共33层),高,33,板塔结合,2023年,https://cs.lianjia.com/ershoufang/104114400392.html,143.31,33.0,4.0,1.0,47.5,0.027911520480078153,0,2.0,2,1
顺天黄金海岸 2室2厅 东南,58.0,6909,顺天黄金海岸 ,开福区政府,2室2厅,83.96平米,东南,简装,低楼层(共33层),低,33,塔楼,2008年,https://cs.lianjia.com/ershoufang/104115339529.html,83.96,33.0,2.0,2.0,29.0,0.023820867079561697,0,0.0,1,3
莲香园-毛坯两房-地铁三号线-商品房,42.0,5123,莲香园 ,岳麓其他,2室2厅,81.99平米,南,毛坯,低楼层(共30层) ,低,30,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115322813.html,81.99,30.0,2.0,2.0,21.0,0.024393218685205515,0,0.0,0,2
保利中航城，中间楼层，交房3年诚心出售,64.0,6666,中航城 ,万家丽南路,3室2厅,96.02平米,东南,毛坯,中楼层(共30层) ,中,30,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104109014771.html,96.02,30.0,3.0,2.0,21.333333333333332,0.03124349093938763,0,1.0,0,2
梅溪湖二期次新小区越秀亲爱里近地铁,135.0,10731,越秀亲爱里 ,东方红,4室2厅,125.81平米,南,精装,中楼层(共31层),中,31,板塔结合,2022年,https://cs.lianjia.com/ershoufang/104116362267.html,125.81,31.0,4.0,2.0,33.75,0.031793975041729594,0,1.0,2,1
藏珑精装一房 广电月湖 双地铁口,33.8,8083,藏珑湖上国际花园 ,广电,1室1厅,41.82平米,东北,精装,高楼层(共32层),高,32,板塔结合,2011年,https://cs.lianjia.com/ershoufang/104116261000.html,41.82,32.0,1.0,1.0,33.8,0.02391200382592061,0,2.0,2,0
毛坯全新五房，满五唯一，业主诚售 看房方便有钥匙,103.8,7409,润和星城润和美郡 ,金星北,5室2厅,140.1平米,南,其他,中楼层(共33层) ,中,33,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104111826203.html,140.1,33.0,5.0,2.0,20.759999999999998,0.03568879371877231,0,1.0,1,2
2/5/6三地铁口三房 南北通透 清水毛坯,120.8,10351,金地格林公馆 ,尚东,3室2厅,116.71平米,南 北,毛坯,高楼层(共33层),高,33,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104111794069.html,116.71,33.0,3.0,2.0,40.266666666666666,0.025704738240082257,1,2.0,0,2
紫御江山边户三房，房东自住装修，可拎包入住,88.0,8527,紫御江山人民里 ,汽车东站,3室2厅,103.21平米,南,精装,高楼层(共18层),高,18,板楼,2014年,https://cs.lianjia.com/ershoufang/104113747826.html,103.21,18.0,3.0,2.0,29.333333333333332,0.02906695087685302,0,2.0,2,1
业主自住装修，拎包入住保养好的三房,105.0,11431,湘熙水郡 ,洋湖垸,3室2厅,91.86平米,南,精装,高楼层(共34层),高,34,板塔结合,2014年,https://cs.lianjia.com/ershoufang/104115848862.html,91.86,34.0,3.0,2.0,35.0,0.032658393207054215,0,2.0,2,1
业主急售，明发二期，得房率高，毛坯，双阳台,99.8,7093,明发阅江悦府 ,金星北,4室2厅,140.71平米,南 北,毛坯,低楼层(共43层) ,低,43,塔楼,unknown,https://cs.lianjia.com/ershoufang/104115020154.html,140.71,43.0,4.0,2.0,24.95,0.028427261744012507,1,0.0,0,2
正规四房、地铁5号线 白毛铺站800米,85.0,8204,悦湖山 ,广电,4室2厅,103.62平米,南,精装,中楼层(共32层),中,32,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104114612667.html,103.62,32.0,4.0,2.0,21.25,0.03860258637328701,0,1.0,2,1
洋湖旁 公园尚 住宅性质精装1房 拎包入住诚心急售,20.0,4467,公园尚 ,含浦,1室1厅,44.78平米,南,简装,中楼层(共26层),中,26,板楼,2014年,https://cs.lianjia.com/ershoufang/104115421766.html,44.78,26.0,1.0,1.0,20.0,0.022331397945511387,0,1.0,1,0
市政府 全新精装 拎包入住 通透3房,89.0,8058,联美品格 ,河西人人乐,3室2厅,110.46平米,南,精装,低楼层(共17层),低,17,板楼,2016年,https://cs.lianjia.com/ershoufang/104115912094.html,110.46,17.0,3.0,2.0,29.666666666666668,0.027159152634437807,0,0.0,2,3
山景房 楼栋位置好 通透户型 急售 价格可议,186.0,12602,新城金茂梦想玺悦 ,梅溪湖南岸,4室2厅,147.6平米,南,精装,高楼层(共28层) ,高,28,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104115618633.html,147.6,28.0,4.0,2.0,46.5,0.02710027100271003,0,2.0,2,1
满五唯一、总高18层次顶楼、户型周正采光好、地铁口,76.0,6875,森林公园壹号 ,汽车南站,3室2厅,110.55平米,南,其他,高楼层(共18层),高,18,塔楼,2011年,https://cs.lianjia.com/ershoufang/104113496988.html,110.55,18.0,3.0,2.0,25.333333333333332,0.027137042062415198,0,2.0,1,1
少管所宿舍 2室1厅 南,40.0,6152,少管所宿舍 ,雷锋大道,2室1厅,65.03平米,南,精装,中楼层(共5层) ,中,5,板楼,unknown,https://cs.lianjia.com/ershoufang/104116084628.html,65.03,5.0,2.0,1.0,20.0,0.03075503613716746,0,1.0,2,0
地铁口 小户型 带燃气 正规一室一厅,26.5,6880,CROSS尚公馆 ,金星北,1室1厅,38.52平米,北,简装,中楼层(共33层),中,33,塔楼,2011年,https://cs.lianjia.com/ershoufang/104115230550.html,38.52,33.0,1.0,1.0,26.5,0.025960539979231565,0,1.0,1,0
马王堆 金湘北苑 一楼相当于二楼 精装三房带杂物间,73.0,6566,金湘北苑 ,马王堆,3室2厅,111.19平米,南,精装,低楼层(共6层),低,6,板塔结合,2003年,https://cs.lianjia.com/ershoufang/104116294724.html,111.19,6.0,3.0,2.0,24.333333333333332,0.02698084360104326,0,0.0,2,3
特长日照时长 配百熙 保利香槟 楼层视野好 诚心卖,75.8,8517,保利香槟国际 ,万家丽北,3室2厅,89平米,南,精装,高楼层(共18层),高,18,暂无数据,2022年,https://cs.lianjia.com/ershoufang/104115427971.html,89.0,18.0,3.0,2.0,25.266666666666666,0.033707865168539325,0,2.0,2,1
